V/t,Overlap
0.0,0.9988397359848022
0.5,0.9995670318603516
1.0,0.9990386366844177
1.5,0.9973967671394348
2.0,0.9975408315658569
2.5,0.9971942901611328
3.0,0.9974024295806885
3.5,0.9983096122741699
4.0,0.9989227652549744
4.5,0.9987106323242188
5.0,0.9987590909004211
5.5,0.9983230829238892
6.0,0.9983333349227905
6.5,0.9981597065925598
7.0,0.9986211061477661
7.5,0.998738706111908
8.0,0.9991201758384705
8.5,0.9987702965736389
9.0,0.9985724091529846
9.5,0.9979080557823181
